year,month,day,length,weight,sex,maturity,gonad_weight,gsi
2017,Jun,6,18.5,47.6,F,II,0.3,0.63
2017,Jun,6,16.9,39.6,F,II,0.2,0.505
2017,Jun,6,17.5,44.8,F,II,0.4,0.893
2017,Jun,6,17.9,42.3,F,II,0.2,0.473
2017,Jun,6,19.4,66.5,F,II,0.4,0.602
2017,Jun,30,16,33.9,M,III,0.1,0.295
2017,Jun,30,15.6,33.4,F,II,0,0
2017,Jun,30,16,32,F,II,0.1,0.313
2017,Jun,30,15.8,29.3,F,II,0,0
2017,Jun,30,14.5,25,F,II,0,0
2017,Jun,30,16.8,38.4,M,III,0.1,0.26
2017,Jun,30,15.9,32.7,F,II,0.2,0.612
2017,Jun,30,20.7,80.3,F,III,1.3,1.619
2017,Jun,30,16.5,36,F,II,0.3,0.833
2017,Jun,30,17.5,45.7,F,II,0.4,0.875
2017,Jun,30,16.9,37.9,M,III,0.1,0.264
2017,Jun,30,19.3,56.2,F,II,0.7,1.246
2017,Jun,30,15.8,28.4,F,II,0.2,0.704
2017,Jun,30,16.4,38.2,F,II,3,7.853
2017,Jun,30,17.1,39.8,M,II,0,0
2017,Jun,30,16.9,43.3,M,III,0.1,0.231
2017,Jun,30,15.4,28.1,M,III,0.1,0.356
2017,Jun,30,15.4,25.4,F,II,0,0
2017,Jun,30,14.8,27.9,F,II,0,0
2017,Jun,30,17.3,41.8,M,III,0.1,0.239
2017,Jun,30,16.6,34.6,M,III,0.2,0.578
2017,Jun,30,17,37.5,M,III,0.2,0.533
2017,Jun,30,16.2,31.3,F,II,0.2,0.639
2017,Jun,30,16,35.8,M,II,0,0
2017,Jun,30,13.2,18.9,F,I,0,0
2017,Jun,30,16.2,32,M,II,0,0
2017,Jun,30,14.3,25.9,M,II,0,0
2017,Jun,30,14.5,24.1,F,I,0,0
2017,Jun,30,21.2,85.1,F,III,2.2,2.585
2017,Sep,6,20.7,80.9,F,V,1.5,1.854
2017,Sep,6,23,133.8,F,V,4.2,3.139
2017,Sep,6,19.9,77.4,F,III,2.2,2.842
2017,Sep,6,17.6,46.7,M,III,0.2,0.428
2017,Sep,6,18.3,57.3,M,III,0.2,0.349
2017,Sep,6,20.3,74.3,F,III,3.2,4.307
2017,Sep,6,17.4,44.6,F,III,0.9,2.018
2017,Sep,6,18.9,61,M,III,0.5,0.82
2017,Sep,6,19.4,65.3,M,III,0.6,0.919
2017,Sep,6,18.3,58.9,M,III,0.5,0.849
2017,Sep,6,22.3,110.8,F,III,1.1,0.993
2017,Sep,6,19.8,76.6,F,II,0.5,0.653
2017,Sep,6,17.3,42,F,II,0.4,0.952
2017,Sep,15,18,49.9,F,II,0.4,0.802
2017,Sep,15,15.7,35.8,M,III,0.1,0.279
2017,Sep,15,19.9,77.2,F,III,2.4,3.109
2017,Sep,15,19.5,66.1,M,III,0.4,0.605
2017,Sep,15,18,54.1,M,III,0.3,0.555
2017,Sep,15,16,36.9,M,III,0.3,0.813
2017,Sep,15,16.6,39.6,M,III,0.5,1.263
2017,Sep,15,18.1,56,M,III,0.6,1.071
2017,Sep,15,19.3,64.6,M,III,0.7,1.084
2017,Sep,15,17,42.8,M,III,0.3,0.701
2017,Sep,15,16.8,40,F,II,0.2,0.5
2017,Sep,15,16,37.2,M,III,0.4,1.075
2017,Sep,15,17.5,47.2,M,III,0.5,1.059
2017,Sep,15,16.2,37,M,III,0.3,0.811
2017,Sep,15,17.1,45.2,M,III,0.5,1.106
2017,Sep,15,16,38.1,M,III,0.4,1.05
2017,Sep,15,17.5,43.6,F,II,0.3,0.688
2017,Sep,15,17.5,45.7,M,III,0.4,0.875
2017,Sep,15,16.3,39.7,M,III,0.4,1.008
2017,Sep,15,17.5,46.8,F,II,0.2,0.427
2017,Sep,15,18.5,57.2,M,III,0.5,0.874
2017,Sep,15,20.2,73.9,F,V,4.5,6.089
2017,Sep,15,18.2,58.4,F,III,0.7,1.199
2017,Sep,15,16.2,39.3,F,II,0.2,0.509
2017,Sep,15,22.1,123.9,F,III,6.2,5.004
2017,Sep,15,18,55.9,F,II,0.3,0.537
2017,Sep,15,19.2,69,F,III,0.8,1.159
2017,Sep,15,16.4,38.4,M,III,0.3,0.781
2017,Sep,15,16.2,39.4,F,II,0.2,0.508
2017,Sep,15,17.2,44,F,II,0.2,0.455
2017,Oct,3,18.3,50.8,M,III,0.4,0.787
2017,Oct,3,18.5,58.8,F,II,0.9,1.531
2017,Oct,3,18.4,53.4,F,III,1.6,2.996
2017,Oct,3,20.4,82.5,F,III,2.7,3.273
2017,Oct,3,16.7,46.8,M,III,0.5,1.068
2017,Oct,3,20,76.3,F,III,3,3.932
2017,Oct,3,17.5,65.3,M,III,0.7,1.072
2017,Oct,3,17.5,46.6,M,III,0.6,1.288
2017,Oct,3,22,112.5,F,IV,5.9,5.244
2017,Oct,3,18.5,59.9,F,III,3,5.008
2017,Oct,3,18,50.4,F,III,1.2,2.381
2017,Oct,3,17.5,50.3,F,III,1.5,2.982
2017,Oct,3,20.5,77.5,F,III,2,2.581
2017,Oct,3,17.8,55.2,F,III,1.4,2.536
2017,Oct,3,18.8,57.5,F,III,1,1.739
2017,Oct,3,18,59.8,F,III,1.6,2.676
2017,Oct,12,20.5,78.4,F,III,2.5,3.189
2017,Oct,12,17,48.7,F,III,1.2,2.464
2017,Oct,12,19.5,58.6,F,III,1.1,1.877
2017,Oct,12,18.5,65.2,F,III,1.3,1.994
2017,Oct,12,18.9,59.2,M,III,0.6,1.014
2017,Oct,12,18.7,57.9,M,III,0.5,0.864
2017,Oct,12,18.5,57.7,M,III,0.6,1.04
2017,Oct,12,20.5,69.5,F,IV,3.7,5.324
2017,Oct,12,18.5,58,F,III,1.6,2.759
2017,Oct,12,17.5,68.6,F,III,2,2.915
2017,Oct,12,18.2,57,M,III,0.5,0.877
2017,Oct,12,18.1,54.2,M,III,0.5,0.923
2017,Oct,12,20,78.2,F,III,3.4,4.348
2017,Oct,12,18.5,57.2,F,III,0.6,1.049
2017,Oct,12,18,65.4,M,III,0.6,0.917
2017,Oct,12,18.6,59.2,M,III,0.6,1.014
2017,Oct,12,19,60.8,F,III,1.4,2.303
2017,Jan,12,13,16.8,F,I,0,0
2017,Jan,12,12,14.6,F,I,0,0
2017,Jan,12,11.6,10.8,M,I,0,0
2017,Jan,12,12.5,15.2,F,I,0,0
2017,Jan,12,12,13.6,F,I,0,0
2017,Jan,12,12.5,16.8,F,I,0,0
2017,Jan,12,12,14,F,I,0,0
2017,Jan,12,12.5,17,M,I,0,0
2017,Jan,12,12.3,16.1,M,I,0,0
2017,Jan,12,12.5,14.7,F,I,0,0
2017,Jan,12,12.5,15.1,F,I,0,0
2017,Jan,12,13,15.5,F,I,0,0
2017,Jan,12,13,15.5,F,I,0,0
2017,Jan,12,12,13.9,F,I,0,0
2017,Jan,12,12.2,14.6,F,I,0,0
2017,Jan,12,13.3,20.1,M,I,0,0
2017,Jan,12,11.7,12.1,F,I,0,0
2017,Mar,9,15.5,31.8,F,I,0,0
2017,Mar,9,14.5,23.9,F,I,0,0
2017,Mar,9,15.7,32.9,F,II,0,0
2017,Mar,9,13.2,18.3,M,I,0,0
2017,Mar,9,15.2,27.4,F,I,0,0
2017,Mar,9,15.1,29.5,F,II,0,0
2017,Mar,9,15.2,31,F,II,0,0
2017,Mar,9,15.9,35,M,II,0.1,0.286
2017,Mar,9,16.1,34,F,II,0,0
2017,Mar,9,15.4,29.4,F,II,0,0
2017,Mar,9,13.6,20.4,F,I,0,0
2017,Mar,9,15.5,30.9,M,I,0,0
2017,Mar,9,15.1,29.3,F,I,0,0
2017,Mar,9,15.7,36.6,F,II,0,0
2017,Mar,9,14.5,24.2,F,II,0.1,0.413
2017,Mar,9,15.3,30.4,F,II,0.2,0.658
2017,Mar,9,16.2,38.1,F,II,0.1,0.262
2017,Mar,9,15.2,30.1,F,II,0,0
2017,Mar,9,15.1,31.3,F,II,0,0
2017,Mar,9,15,21.9,M,I,0,0
2017,Mar,9,15,30.5,F,I,0,0
2017,Mar,9,15,21.4,F,I,0,0
2017,Mar,9,14.4,26.3,F,I,0,0
2017,Mar,9,14.7,26.3,F,I,0,0
2017,Mar,9,15,30,M,I,0,0
2017,Mar,9,15.9,32.5,M,I,0,0
2017,Mar,9,15.1,28.8,F,I,0,0
2017,Mar,9,15.8,33.3,F,II,0,0
2017,Mar,24,17.6,47.6,M,I,0,0
2017,Mar,24,16.4,37.6,F,II,0.1,0.266
2017,Mar,24,18.5,56.6,F,II,0.3,0.53
2017,Mar,24,16.2,35.8,F,II,0.1,0.279
2017,Mar,24,17.5,45.6,F,II,0.1,0.219
2017,Mar,24,16.2,36,F,II,0.1,0.278
2017,Mar,24,16.4,38.1,F,II,0.2,0.525
2017,Mar,24,18,50.9,F,II,0.1,0.196
2017,Mar,24,16.8,45.4,F,II,0.1,0.22
2017,Mar,24,16.6,39.4,F,II,0.1,0.254
2017,Mar,24,16.5,39.7,F,II,0.2,0.504
2017,Apr,21,18,59.4,F,II,0.4,0.673
2017,Apr,21,15.3,29.7,M,II,0,0
2017,Apr,21,18.4,54.9,F,II,0.1,0.182
2017,Apr,21,20.8,84.6,F,II,0.6,0.709
2017,Apr,21,14,28,F,II,0,0
2017,Apr,21,17.8,49.8,F,II,0.1,0.201
2017,Apr,21,16.3,36.3,F,II,0,0
2017,Apr,21,19.5,63.5,M,II,0,0
2017,Apr,21,17.8,42.4,M,II,0.2,0.472
2017,Apr,21,17,41.9,M,II,0,0
2017,Apr,21,15.2,29.2,M,II,0,0
2017,Apr,27,17.5,47.3,F,II,0.5,1.057
2017,Apr,27,19.5,63.5,F,II,0.5,0
2017,Apr,27,16,38.8,M,II,0,0
2017,Apr,27,16.5,39.5,F,II,0.2,0.506
2017,Apr,27,16.7,39,F,II,0.3,0.769
2017,Apr,27,16.5,42.6,F,II,0.2,0.469
2017,Apr,27,16.3,36.9,M,II,0,0
2017,Apr,27,16,38.8,F,II,0.2,0.515
2017,Apr,27,16.8,41.4,F,II,0.2,0.483
2017,Apr,27,17.3,41.8,F,II,0.1,0.239
2017,Apr,27,16.3,37.4,M,II,0,0
2017,May,3,12,15.9,M,I,0,0
2017,May,3,11.3,12.9,M,I,0,0
2017,May,3,10.3,12.3,M,I,0,0
2017,May,3,12,15.6,M,I,0,0
2017,May,3,12.5,17.8,M,I,0,0
2017,May,3,14.6,26,F,II,0.2,0.769
2017,May,3,15.7,34.1,F,II,0,0
2017,May,3,10.6,10,M,I,0,0
2017,May,3,11.8,13.9,M,I,0,0
2017,May,3,16.5,36.2,F,II,0,0
2017,May,3,15.5,32.5,F,II,0.2,0.615
2017,May,3,16.5,37.1,F,II,0.1,0.27
2017,May,3,15.6,33,M,III,0.1,0.303
2017,May,3,15.3,32.4,F,II,0,0
2017,May,3,10.7,10.5,M,I,0,0
2017,May,3,15.4,33.3,M,II,0,0
2017,May,3,15.8,33.7,M,III,0.2,0.593
2017,May,3,15.2,28.2,M,II,0,0
2017,May,3,14.8,27.6,M,II,0,0
2017,May,3,15.4,319,M,III,0.2,0.063
2017,May,3,11.2,12.2,M,I,0,0
2017,May,3,11.8,121,M,I,0,0
2017,May,3,16.1,32.5,F,II,0.1,0.308
2017,May,3,15.7,34.9,F,II,0.1,0.287
2017,May,3,11.9,14,M,I,0,0
2017,May,3,12,15.9,M,I,0,0
2017,May,3,14,27.5,M,III,0.1,0.364
2017,May,3,15.3,32.1,F,II,0,0
2017,May,3,13.7,23.8,M,I,0,0
2017,May,24,15,26.2,F,I,0,0
2017,May,24,14.8,26.2,M,II,0,0
2017,May,24,14.9,26.9,M,II,0,0
2017,May,24,16.5,39,F,II,0.1,0.256
2017,May,24,15.8,33.1,F,II,0,0
2017,May,24,14.9,30.7,M,II,0,0
2017,May,24,16.5,29.9,M,II,0,0
2017,May,24,15.7,29.3,F,I,0,0
2017,May,24,15.5,28.9,F,II,0.2,0.692
2017,May,24,15,27.3,F,II,0.2,0.733
2017,May,24,15.5,31.2,M,II,0,0
2017,May,24,18.1,51.2,M,III,0.2,0.391
2017,May,24,15.9,36.4,F,II,0.1,0.275
2017,May,24,15,29.3,M,II,0,0
2017,May,24,15,34.7,M,I,0,0
2017,May,24,16.2,34.9,F,II,0,0
2017,Sep,6,18.1,60.1,F,II,0.1,0.166
2017,Sep,6,17.4,44.3,F,II,0.4,0.903
2017,Sep,6,18.3,60.4,F,II,0.2,0.331
2017,Sep,6,17.3,46.7,F,II,0.1,0.214
2017,Sep,6,16,40.6,F,II,0.1,0.246
2017,Sep,6,16.5,39.6,M,III,0.3,0.758
2017,Sep,6,17.5,44,F,II,0.2,0.455
2017,Sep,15,16.5,48,M,II,0.1,0.208
2017,Sep,15,18.1,56.5,M,III,0.6,1.062
2017,Sep,15,16.6,43.7,M,III,0.3,0.686
2017,Sep,15,17.4,48.3,M,III,0.4,0.828
2017,Sep,15,17.5,48.6,M,III,0.3,0.617
2017,Sep,15,15,30.5,M,III,0.3,0.984
2017,Sep,15,16.5,38.3,M,III,0.2,0.522
2017,Sep,15,16.7,47.8,M,III,0.3,0.628
2017,Nov,3,12,13.7,F,I,0,0
2017,Nov,9,16.5,41.2,F,II,0,0
2017,Nov,9,15.8,31.6,F,II,0,0
2017,Nov,9,15.2,28.7,F,II,0,0
2017,Nov,9,16.3,36,F,II,0,0
2017,Nov,9,15.6,33.1,M,III,0.2,0.604
2017,Nov,9,14.5,35.1,M,III,0.2,0.57
2017,Nov,9,14.7,32.7,F,II,0,0
2017,Nov,9,16.9,39.3,M,III,0.4,1.018
2017,Nov,9,13.2,20,F,I,0,0
2017,Oct,27,16.2,40.2,M,III,0.4,0.995
2017,Oct,27,20.3,86.3,M,III,0.6,0.695
2017,Oct,27,13.9,23.9,F,I,0,0
2017,Oct,27,19,70.4,M,III,0.5,0.71
2017,Oct,27,18.6,63.2,M,III,0.5,0.791
2017,Oct,27,14.7,29.9,F,II,0,0
2017,Oct,27,18.5,60.5,M,III,0.5,0.826
2017,Oct,27,18,54.9,M,III,0.6,1.093
2017,Oct,27,14.3,24.9,M,III,0.4,1.606
2017,Dec,6,14.4,21.2,F,I,0,0
2017,Dec,6,20.1,69.7,M,III,0.4,0.574
2017,Dec,6,20.5,80.9,F,III,0.5,0.618
2017,Dec,6,18.1,58.5,M,III,0.4,0.684
2017,Dec,6,19,66.1,M,III,0.5,0.756
2017,Dec,6,19,60.1,F,V,1.8,2.995
2017,Dec,6,19.5,67.5,M,III,0.5,0.741
2017,Dec,6,20.3,79.6,F,V,2.3,2.889
2017,Dec,6,19.7,66.9,M,IV,0.5,0.747
2017,Dec,6,19.5,70.7,M,III,0.4,0.566
2017,Dec,6,19.7,72.2,M,III,0.3,0.416
2017,Dec,6,20,70,F,V,2.3,3.286
2017,Dec,6,19.5,69.5,M,III,0.4,0.576
2017,Dec,6,20.4,72.3,M,III,0.4,0.553
2017,Dec,6,19.8,69.1,M,III,0.6,0.868
2017,Dec,6,20,75.5,M,III,0.5,0.662
2017,Dec,6,18.8,66.2,M,III,0.5,0.755
2017,Dec,15,23.5,140.3,F,IV,9.6,6.842
2017,Dec,15,17.7,40.5,M,III,0.3,0.741
2017,Dec,15,19.6,79.8,F,III,3.2,4.01
2017,Dec,15,21,95.4,F,V,3.5,3.669
2017,Dec,15,19.7,67.5,F,IV,3.1,4.593
2017,Dec,15,19.1,61.2,F,V,3,4.902
2017,Dec,15,18.8,60.6,M,III,0.5,0.825
2017,Dec,15,20.8,82,F,V,1.4,1.707
2017,Dec,15,19.5,69.9,F,V,2.3,3.29
2017,Dec,15,20.4,70.9,F,V,1.2,1.693
2017,Dec,15,18.7,61.8,F,V,2.2,3.56
2017,Dec,15,20.7,85.6,F,IV,3.5,4.089
2017,Dec,15,19.8,83.4,F,V,2.7,3.237
2017,Dec,27,18.7,61.9,F,V,1.1,1.777
2017,Dec,27,19.8,77.9,F,V,6.3,8.087
2017,Dec,27,18.5,61.2,F,V,2.1,3.431
2017,Dec,27,17.7,51.8,F,V,2.2,4.247
2017,Dec,27,15.1,26.8,F,I,0,0
2017,Dec,27,14.5,30.4,F,I,0,0
2017,Dec,27,20.4,70.9,F,V,1.4,1.975
2017,Dec,27,15.8,28.4,F,I,0,0
2017,Dec,27,14.9,26.6,F,I,0,0
2017,Dec,27,13.9,20.5,F,I,0,0
2017,Dec,27,18.2,43.8,F,V,1,2.283
2017,Dec,27,17.6,53.7,F,V,3.2,5.959
2017,Dec,27,13.9,24.7,F,I,0,0
2017,Dec,27,14.3,22.5,F,I,0,0
2017,Dec,27,15.3,27.3,F,I,0,0
2017,Dec,15,21,79.1,F,V,2.6,3.287
2017,Dec,15,21,86.5,F,V,2.5,2.89
2017,Dec,15,20,68,M,III,0.3,0.441
2017,Dec,15,20.3,78.1,F,III,2.1,2.689
2017,Dec,15,17.8,45.9,M,III,0.3,0.654
2017,Dec,15,21.7,89.5,F,V,2.5,2.793
2017,Dec,6,13.9,21.8,F,I,0,0
